,index,token_address,id,user,status,uri,name,description,image_url,metadata,collection,created_at,updated_at,god,set,mana,type,image,proto,tribe,attack,effect,health,rarity,quality,ETH amount,USD amount
87,87,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x712613f4c786e781efcbd893c6ee3e7509d421b15306db5ab9ed81d60b2c820a,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Bloodthirsty Spear,,https://card.godsunchained.com/?id=860&q=4,"{'god': 'war', 'set': 'trial', 'mana': 1, 'name': 'Bloodthirsty Spear', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=860&q=4', 'proto': 860, 'tribe': '', 'attack': 2, 'effect': 'Godblitz.', 'health': 1, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:20.892673Z,2021-03-29T15:40:52.64281Z,war,trial,1,card,https://card.godsunchained.com/?id=860&q=4,860,,2,Godblitz.,1,common,Meteorite,1.9e-05,0.07937288
88,88,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xf14a5ee62e9e55789bec44a5958a4a82e97dea1f4555f2f2330a6a4fc93a9c98,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Skull Scepter,,https://card.godsunchained.com/?id=806&q=4,"{'god': 'death', 'set': 'trial', 'mana': 2, 'name': 'Skull Scepter', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=806&q=4', 'proto': 806, 'attack': 0, 'effect': 'After one of your creatures die, deal 1 damage to your opponent’s god.', 'health': 1, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:20.852846Z,2021-04-26T00:53:48.787227Z,death,trial,2,card,https://card.godsunchained.com/?id=806&q=4,806,,0,"After one of your creatures die, deal 1 damage to your opponent’s god.",1,rare,Meteorite,0.00057,2.3811864000000003
89,89,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x5e781f36b03ad3ab51b6df89444e1821776fb14e90eeb34a98e738a0a9aa9f8b,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Orfeo's Mask,,https://card.godsunchained.com/?id=835&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 5, 'name': ""Orfeo's Mask"", 'type': 'card', 'image': 'https://card.godsunchained.com/?id=835&q=4', 'proto': 835, 'tribe': '', 'attack': 0, 'effect': ""After you play a Deception card,<br>add 1 durability to this relic.<br>Ability: Pull target enemy creature<br>into your opponent's hand,<br>then remove 2 durability<br>from this relic."", 'health': 2, 'rarity': 'legendary', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:20.812799Z,2021-03-29T15:40:52.624659Z,deception,trial,5,card,https://card.godsunchained.com/?id=835&q=4,835,,0,"After you play a Deception card,<br>add 1 durability to this relic.<br>Ability: Pull target enemy creature<br>into your opponent's hand,<br>then remove 2 durability<br>from this relic.",2,legendary,Meteorite,0.0039,16.292328
90,90,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x2c6c83bd777d6c567f58704011fe5dbd55b0148535beb492ae61955fcca17287,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Ironclad Minotaur,,https://card.godsunchained.com/?id=886&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 6, 'name': 'Ironclad Minotaur', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=886&q=4', 'proto': 886, 'tribe': '', 'attack': 5, 'effect': 'Protected.<br>Roar: Give ward to your god. Remove sleep from each friendly creature.', 'health': 6, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:19.600878Z,2021-03-29T15:40:52.548041Z,neutral,trial,6,card,https://card.godsunchained.com/?id=886&q=4,886,,5,Protected.<br>Roar: Give ward to your god. Remove sleep from each friendly creature.,6,common,Meteorite,0.00017,0.7101784000000001
91,91,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xf82df696b44fd42a9edcc74661ec1855eab1ebb544b5676c76d445d3d2a3a714,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Nether's Advocate,,https://card.godsunchained.com/?id=800&q=4,"{'god': 'death', 'set': 'trial', 'mana': 2, 'name': ""Nether's Advocate"", 'type': 'card', 'image': 'https://card.godsunchained.com/?id=800&q=4', 'proto': 800, 'tribe': 'anubian', 'attack': 1, 'effect': 'Afterlife: Summon a 3/2 Experimental Outcome.', 'health': 1, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:19.560508Z,2021-03-29T15:40:52.534513Z,death,trial,2,card,https://card.godsunchained.com/?id=800&q=4,800,anubian,1,Afterlife: Summon a 3/2 Experimental Outcome.,1,common,Meteorite,0.00015,0.626628
92,92,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x884cf71bf88209fde0f827cc7769c932c9f8264d74510c1d7da21dcff011a45b,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Obsidian Dagger,,https://card.godsunchained.com/?id=850&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 3, 'name': 'Obsidian Dagger', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=850&q=4', 'proto': 850, 'tribe': '', 'attack': 0, 'effect': 'Ability: Target creature goes to sleep. Remove 1 durability from this relic.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:19.520484Z,2021-03-29T15:40:52.681841Z,deception,trial,3,card,https://card.godsunchained.com/?id=850&q=4,850,,0,Ability: Target creature goes to sleep. Remove 1 durability from this relic.,3,common,Meteorite,1.7e-05,0.07101784000000001
93,93,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x489599cdab1dea79c4b34627904430ce56a0d9643ce9b62e3451770f9990523d,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Lysander's Spear,,https://card.godsunchained.com/?id=830&q=3,"{'god': 'light', 'set': 'trial', 'mana': 3, 'name': ""Lysander's Spear"", 'type': 'card', 'image': 'https://card.godsunchained.com/?id=830&q=3', 'proto': 830, 'tribe': '', 'attack': 0, 'effect': 'After you play a Light card,<br>add 1 durability to this relic.<br>Ability: Give +2/+2 to a creature, then remove 2 durability from this relic.', 'health': 3, 'rarity': 'legendary', 'quality': 'Shadow'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:19.478617Z,2021-03-29T15:40:52.529412Z,light,trial,3,card,https://card.godsunchained.com/?id=830&q=3,830,,0,"After you play a Light card,<br>add 1 durability to this relic.<br>Ability: Give +2/+2 to a creature, then remove 2 durability from this relic.",3,legendary,Shadow,0.0225,93.9942
94,94,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xe971019ac6d454d59095111f25171729e52a652cc9d22e06601bc96fd0ea1302,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,"Eris, Queen of Chaos",,https://card.godsunchained.com/?id=858&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 9, 'name': 'Eris, Queen of Chaos', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=858&q=4', 'proto': 858, 'attack': 8, 'effect': ""Deadly. Twin strike. Flank. Hidden.<br>When this creature attacks, obliterate the top ten cards of your opponent's deck."", 'health': 7, 'rarity': 'legendary', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:19.436852Z,2021-04-26T00:59:02.219574Z,deception,trial,9,card,https://card.godsunchained.com/?id=858&q=4,858,,8,"Deadly. Twin strike. Flank. Hidden.<br>When this creature attacks, obliterate the top ten cards of your opponent's deck.",7,legendary,Meteorite,0.00499,20.8458248
95,95,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xcc440c73f2d77b5f8f23964b19d696e3e109a98eb19507b5507f8d427a80c2bf,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Foreign Diplomat,,https://card.godsunchained.com/?id=896&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 2, 'name': 'Foreign Diplomat', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=896&q=4', 'proto': 896, 'tribe': 'guild', 'attack': 2, 'effect': 'Roar & Afterlife: You gain 3 favor. Your opponent gains 1 favor.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:18.307794Z,2021-04-26T00:38:21.503847Z,neutral,trial,2,card,https://card.godsunchained.com/?id=896&q=4,896,guild,2,Roar & Afterlife: You gain 3 favor. Your opponent gains 1 favor.,3,common,Meteorite,2.9e-05,0.12114808000000002
96,96,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x7cec924c572559b1704e4f90332d6c7df08df3ebc750419fc6398e0ee0146d2c,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Frenzied Ritual,,https://card.godsunchained.com/?id=836&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 4, 'name': 'Frenzied Ritual', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=836&q=4', 'proto': 836, 'attack': 0, 'effect': 'Deal 12 damage to a random enemy creature and to a random friendly creature. Add a random Nature card to your hand.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:18.267764Z,2021-04-26T00:57:32.258106Z,nature,trial,4,card,https://card.godsunchained.com/?id=836&q=4,836,,0,Deal 12 damage to a random enemy creature and to a random friendly creature. Add a random Nature card to your hand.,0,common,Meteorite,2.7e-05,0.11279304000000001
97,97,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xaf561a4a31413ec00d69db2a4efa258910f022eb72b802cc1364d97237aad153,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Enchanted Vines,,https://card.godsunchained.com/?id=837&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 6, 'name': 'Enchanted Vines', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=837&q=4', 'proto': 837, 'tribe': '', 'attack': 0, 'effect': 'Deal 3 damage to four random creatures.<br>Add a random Nature card to your hand.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:18.22804Z,2021-03-29T15:40:52.456778Z,nature,trial,6,card,https://card.godsunchained.com/?id=837&q=4,837,,0,Deal 3 damage to four random creatures.<br>Add a random Nature card to your hand.,0,common,Meteorite,9e-05,0.37597680000000006
98,98,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x5951391eab4672c09a89e68efa298b422dee46d42ce80f5ea81425e06a3f92f5,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Form of Power,,https://card.godsunchained.com/?id=820&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 1, 'name': 'Form of Power', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=820&q=4', 'proto': 820, 'tribe': '', 'attack': 0, 'effect': ""Deal 2 damage to an enemy creature and 1 damage to your opponent's god."", 'health': 0, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:18.187971Z,2021-03-29T15:40:52.454359Z,magic,trial,1,card,https://card.godsunchained.com/?id=820&q=4,820,,0,Deal 2 damage to an enemy creature and 1 damage to your opponent's god.,0,rare,Meteorite,0.00046,1.9216592000000003
99,99,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x7f94255469704595afeb25bf72e52499af4a5752d2ff1447ddaad6c635c84815,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Lysander's Spear,,https://card.godsunchained.com/?id=830&q=4,"{'god': 'light', 'set': 'trial', 'mana': 3, 'name': ""Lysander's Spear"", 'type': 'card', 'image': 'https://card.godsunchained.com/?id=830&q=4', 'proto': 830, 'tribe': '', 'attack': 0, 'effect': 'After you play a Light card,<br>add 1 durability to this relic.<br>Ability: Give +2/+2 to a creature, then remove 2 durability from this relic.', 'health': 3, 'rarity': 'legendary', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:18.147021Z,2021-03-29T15:40:52.598559Z,light,trial,3,card,https://card.godsunchained.com/?id=830&q=4,830,,0,"After you play a Light card,<br>add 1 durability to this relic.<br>Ability: Give +2/+2 to a creature, then remove 2 durability from this relic.",3,legendary,Meteorite,0.00699,29.2008648
100,100,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x9cab6d9a0c7a09477065863db1d7547d6225868c59561f9aff4d6fcbb32f4662,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Bloodthirsty Spear,,https://card.godsunchained.com/?id=860&q=4,"{'god': 'war', 'set': 'trial', 'mana': 1, 'name': 'Bloodthirsty Spear', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=860&q=4', 'proto': 860, 'tribe': '', 'attack': 2, 'effect': 'Godblitz.', 'health': 1, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:17.015252Z,2021-03-29T15:40:52.37832Z,war,trial,1,card,https://card.godsunchained.com/?id=860&q=4,860,,2,Godblitz.,1,common,Meteorite,1.9e-05,0.07937288
101,101,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x0abbcd83cf0a96205416255ec5c420c492cbd9b9d918e964d79defa08a337357,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Olympian Guard,,https://card.godsunchained.com/?id=874&q=4,"{'god': 'light', 'set': 'trial', 'mana': 2, 'name': 'Olympian Guard', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=874&q=4', 'proto': 874, 'tribe': 'olympian', 'attack': 1, 'effect': 'Frontline.<br>At the end of your turn, if this creature has 2 strength or less, give it +1/+1.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:16.974548Z,2021-03-29T15:40:52.378698Z,light,trial,2,card,https://card.godsunchained.com/?id=874&q=4,874,olympian,1,"Frontline.<br>At the end of your turn, if this creature has 2 strength or less, give it +1/+1.",2,common,Meteorite,0.000195,0.8146164
102,102,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x30397a49ea0042d504f4e4329481407fe06bd52e5ceb6591d6eafbcf17ba1ccc,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Frumentarii Instigator,,https://card.godsunchained.com/?id=890&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 4, 'name': 'Frumentarii Instigator', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=890&q=4', 'proto': 890, 'tribe': 'guild', 'attack': 3, 'effect': 'Roar: Draw a card for <br>each other Guild creature <br>on the board.', 'health': 4, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:16.933805Z,2021-04-26T00:52:30.068728Z,neutral,trial,4,card,https://card.godsunchained.com/?id=890&q=4,890,guild,3,Roar: Draw a card for <br>each other Guild creature <br>on the board.,4,common,Meteorite,3e-05,0.1253256
103,103,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xdd64534dcb259c5405703adee812b1c010da6c2903eb6f57d0d40e6a406bd054,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Divine Messenger,,https://card.godsunchained.com/?id=948&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 7, 'name': 'Divine Messenger', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=948&q=4', 'proto': 948, 'tribe': 'aether', 'attack': 7, 'effect': 'Roar: If you have 80 favor or more, give +5/+5 and ward to each creature in your deck.', 'health': 7, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:16.892112Z,2021-04-26T00:45:03.494685Z,neutral,trial,7,card,https://card.godsunchained.com/?id=948&q=4,948,aether,7,"Roar: If you have 80 favor or more, give +5/+5 and ward to each creature in your deck.",7,rare,Meteorite,0.00031,1.2950312000000002
104,104,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xbf0309e57eca435ee2bd2ab149a364c111c97ca3afe39bc0b31cdb4fad833738,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,"Neferu, Champion of Death",,https://card.godsunchained.com/?id=828&q=3,"{'god': 'death', 'set': 'trial', 'mana': 6, 'name': 'Neferu, Champion of Death', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=828&q=3', 'proto': 828, 'tribe': 'anubian', 'attack': 3, 'effect': 'When this creature is summoned, deal 3 damage to each other character.<br>Afterlife: If your god has 15 health or less, pull this creature into your hand and permanently reduce its cost by 1.', 'health': 5, 'rarity': 'legendary', 'quality': 'Shadow'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:16.838454Z,2021-03-29T15:40:52.371552Z,death,trial,6,card,https://card.godsunchained.com/?id=828&q=3,828,anubian,3,"When this creature is summoned, deal 3 damage to each other character.<br>Afterlife: If your god has 15 health or less, pull this creature into your hand and permanently reduce its cost by 1.",5,legendary,Shadow,0.051,213.05352000000002
105,105,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x2935d5656b102e4906de79d44160493bccd72fd5b9b0d9b448b3438c6619720a,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Satyr Outcast,,https://card.godsunchained.com/?id=894&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 1, 'name': 'Satyr Outcast', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=894&q=4', 'proto': 894, 'tribe': 'mystic', 'attack': 1, 'effect': 'Roar: Give ward to your god, and gain 1 favor.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:15.693768Z,2021-03-29T15:40:52.286556Z,neutral,trial,1,card,https://card.godsunchained.com/?id=894&q=4,894,mystic,1,"Roar: Give ward to your god, and gain 1 favor.",3,common,Meteorite,4.4e-05,0.18381088
106,106,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x2a5fb7912de82d08f75a61d1d9fdcfd279ace3bdca4d2c9755d778c5a266c7d7,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Aether Herald,,https://card.godsunchained.com/?id=815&q=3,"{'god': 'magic', 'set': 'trial', 'mana': 2, 'name': 'Aether Herald', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=815&q=3', 'proto': 815, 'tribe': 'aether', 'attack': 2, 'effect': ""Roar: If you are holding an Aether, deal 3 damage to your opponent's god."", 'health': 2, 'rarity': 'common', 'quality': 'Shadow'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:15.652414Z,2021-04-26T00:53:48.765837Z,magic,trial,2,card,https://card.godsunchained.com/?id=815&q=3,815,aether,2,"Roar: If you are holding an Aether, deal 3 damage to your opponent's god.",2,common,Shadow,0.000149,0.62245048
107,107,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x2b4d7d69db8a76551dd3c73e799fd9ab2c6c28e237e79ed291d9cd88eb37389a,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Battle Priest,,https://card.godsunchained.com/?id=936&q=4,"{'god': 'light', 'set': 'trial', 'mana': 3, 'name': 'Battle Priest', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=936&q=4', 'proto': 936, 'tribe': 'mystic', 'attack': 2, 'effect': 'Roar: Gain 2 favor for each enemy character.', 'health': 4, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:15.612508Z,2021-03-29T15:40:52.277663Z,light,trial,3,card,https://card.godsunchained.com/?id=936&q=4,936,mystic,2,Roar: Gain 2 favor for each enemy character.,4,common,Meteorite,1.5e-05,0.0626628
108,108,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x03faacf06b9ac3561ceae0bf9256ac18c0266c8bba4da3a0bee4322691b4ea70,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Lysander's Mercy,,https://card.godsunchained.com/?id=926&q=4,"{'god': 'light', 'set': 'trial', 'mana': 7, 'name': ""Lysander's Mercy"", 'type': 'card', 'image': 'https://card.godsunchained.com/?id=926&q=4', 'proto': 926, 'tribe': '', 'attack': 0, 'effect': ""Pull each creature on the board onto the bottom of their controller's deck."", 'health': 0, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:15.569186Z,2021-03-29T15:40:52.275589Z,light,trial,7,card,https://card.godsunchained.com/?id=926&q=4,926,,0,Pull each creature on the board onto the bottom of their controller's deck.,0,rare,Meteorite,0.00016,0.6684032000000001
109,109,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xfa6107a9527db7265bc578b6d329f22ce425a040cf143112643bdd67bb5c1fa9,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Valka's Axe,,https://card.godsunchained.com/?id=833&q=4,"{'god': 'war', 'set': 'trial', 'mana': 5, 'name': ""Valka's Axe"", 'type': 'card', 'image': 'https://card.godsunchained.com/?id=833&q=4', 'proto': 833, 'attack': 0, 'effect': 'After you play a War card, give +1 durability to this relic.<br>Ability: Give +1/+1, or +2/+2 if you control a Viking, to each of your creatures on the board and in your hand, and give -2 durability to this relic.', 'health': 1, 'rarity': 'legendary', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:15.528918Z,2021-04-26T00:38:21.511005Z,war,trial,5,card,https://card.godsunchained.com/?id=833&q=4,833,,0,"After you play a War card, give +1 durability to this relic.<br>Ability: Give +1/+1, or +2/+2 if you control a Viking, to each of your creatures on the board and in your hand, and give -2 durability to this relic.",1,legendary,Meteorite,0.003988,16.659949760000003
